symbol,name,action,category,strategy,confidence,latest_close,support,resistance,target,stoploss,buy_zone,date,rsi,bb_upper,bb_lower,rationale,fundamentals_score,fundamentals_label,fundamentals_details,status,closed_at,days_to_target
GUJGASLTD,GUJGASLTD,BUY,Stocks,bollinger_rsi,0.796,413.5499877929688,413.0,452.0,429.63,401.14,,2025-10-20,32.34,439.04,417.14,RSI oversold or price at/lower Bollinger band,0.62,Better,"{""yf_symbol"":""GUJGASLTD.NS"",""trailingPE"":24.807692,""forwardPE"":14.571126,""priceToBook"":3.3487737,""marketCap"":284268855296,""epsTrailingTwelveMonths"":16.64,""totalRevenue"":159075401728,""fetched_at"":""2025-10-20T15:34:41.198127+00:00""}",,,
GUJRAFFIA,GUJRAFFIA,STRONG SELL,Stocks,bollinger_rsi,0.905,71.08000183105469,35.45,71.08,68.08,73.21,,2025-10-20,89.75,60.99,24.32,RSI overbought and price at/above Bollinger upper band,0.64,Better,"{""yf_symbol"":""GUJRAFFIA.NS"",""trailingPE"":34.338165,""forwardPE"":null,""priceToBook"":1.8138669,""marketCap"":null,""epsTrailingTwelveMonths"":2.07,""totalRevenue"":311604992,""fetched_at"":""2025-10-20T15:34:41.477178+00:00""}",,,
GUJTHEM,GUJTHEM,SELL,Stocks,bollinger_rsi,0.796,443.0499877929688,336.85,445.0,425.83,456.34,,2025-10-20,67.81,439.6,391.85,RSI overbought or price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""GUJTHEM.NS"",""trailingPE"":110.39025,""forwardPE"":null,""priceToBook"":19.855232,""marketCap"":49369104384,""epsTrailingTwelveMonths"":4.1,""totalRevenue"":1478452992,""fetched_at"":""2025-10-20T15:34:41.683519+00:00""}",TARGET_HIT,2025-10-20,0.0
GULFOILLUB,GULFOILLUB,BUY,Stocks,bollinger_rsi,0.794,1214.9000244140625,1143.6,1329.0,1262.05,1178.45,,2025-10-20,44.86,1247.05,1199.51,RSI oversold or price at/lower Bollinger band,0.72,Better,"{""yf_symbol"":""GULFOILLUB.NS"",""trailingPE"":16.219234,""forwardPE"":29.376371,""priceToBook"":4.0673084,""marketCap"":59474534400,""epsTrailingTwelveMonths"":74.35,""totalRevenue"":37535682560,""fetched_at"":""2025-10-20T15:34:41.894925+00:00""}",,,
GVKPIL,GVKPIL,BUY,Stocks,bollinger_rsi,0.797,3.2699999809265137,3.09,4.06,3.4,3.17,,2025-10-20,31.69,3.81,3.25,RSI oversold or price at/lower Bollinger band,0.65,Better,"{""yf_symbol"":""GVKPIL.NS"",""trailingPE"":null,""forwardPE"":-2.725,""priceToBook"":-0.8399692,""marketCap"":5164017664,""epsTrailingTwelveMonths"":-1.63,""totalRevenue"":6587400192,""fetched_at"":""2025-10-20T15:34:42.116043+00:00""}",,,
HAL,HAL,SELL,Stocks,bollinger_rsi,0.796,4864.2998046875,4320.0,4978.0,4675.21,5010.23,,2025-10-20,58.81,4905.07,4704.6,RSI overbought or price at/above Bollinger upper band,0.46,Bad,"{""yf_symbol"":""HAL.NS"",""trailingPE"":39.067524,""forwardPE"":37.959854,""priceToBook"":9.291299,""marketCap"":3251512279040,""epsTrailingTwelveMonths"":124.4,""totalRevenue"":314524598272,""fetched_at"":""2025-10-20T15:34:42.335831+00:00""}",TARGET_HIT,2025-10-20,0.0
HAPPSTMNDS,HAPPSTMNDS,BUY,Stocks,bollinger_rsi,0.775,493.8500061035156,486.6,635.0,512.75,479.03,,2025-10-20,28.81,566.66,468.46,RSI oversold or price at/lower Bollinger band,0.52,Better,"{""yf_symbol"":""HAPPSTMNDS.NS"",""trailingPE"":39.202843,""forwardPE"":22.615824,""priceToBook"":4.733226,""marketCap"":74558398464,""epsTrailingTwelveMonths"":12.67,""totalRevenue"":21469200384,""fetched_at"":""2025-10-20T15:34:42.564375+00:00""}",,,
HARDWYN,HARDWYN,BUY,Stocks,bollinger_rsi,0.79,12.18000030517578,10.87,15.0,12.65,11.81,,2025-10-20,38.28,14.09,11.93,RSI oversold or price at/lower Bollinger band,0.54,Better,"{""yf_symbol"":""HARDWYN.NS"",""trailingPE"":45.777775,""forwardPE"":null,""priceToBook"":1.4618568,""marketCap"":6037044736,""epsTrailingTwelveMonths"":0.27,""totalRevenue"":1866189056,""fetched_at"":""2025-10-20T15:34:42.789762+00:00""}",,,
HARRMALAYA,HARRMALAYA,BUY,Stocks,bollinger_rsi,0.795,198.6999969482422,196.75,235.0,206.42,192.74,,2025-10-20,36.38,208.43,196.85,RSI oversold or price at/lower Bollinger band,0.78,Best,"{""yf_symbol"":""HARRMALAYA.NS"",""trailingPE"":13.862621,""forwardPE"":null,""priceToBook"":2.3813174,""marketCap"":3668749568,""epsTrailingTwelveMonths"":14.34,""totalRevenue"":5327149056,""fetched_at"":""2025-10-20T15:34:43.020526+00:00""}",,,
HATHWAY,HATHWAY,BUY,Stocks,bollinger_rsi,0.797,13.449999809265137,13.2,15.25,13.97,13.05,,2025-10-20,32.27,14.77,13.36,RSI oversold or price at/lower Bollinger band,0.8,Best,"{""yf_symbol"":""HATHWAY.NS"",""trailingPE"":24.4,""forwardPE"":29.822224,""priceToBook"":0.5330897,""marketCap"":23754801152,""epsTrailingTwelveMonths"":0.55,""totalRevenue"":20914700288,""fetched_at"":""2025-10-20T15:34:43.236942+00:00""}",,,
HAVISHA,HAVISHA,SELL,Stocks,bollinger_rsi,0.79,2.140000104904175,1.89,2.28,2.06,2.2,,2025-10-20,57.96,2.18,1.89,RSI overbought or price at/above Bollinger upper band,0.53,Better,"{""yf_symbol"":""HAVISHA.NS"",""trailingPE"":null,""forwardPE"":null,""priceToBook"":2.6302729,""marketCap"":643084544,""epsTrailingTwelveMonths"":-0.14,""totalRevenue"":146820992,""fetched_at"":""2025-10-20T15:34:43.512488+00:00""}",TARGET_HIT,2025-10-20,0.0
HBLENGINE,HBLENGINE,SELL,Stocks,bollinger_rsi,0.795,945.9000244140624,586.1,963.9,909.14,974.28,,2025-10-20,69.38,954.05,779.29,RSI overbought or price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""HBLENGINE.NS"",""trailingPE"":77.00244,""forwardPE"":null,""priceToBook"":17.242607,""marketCap"":261685886976,""epsTrailingTwelveMonths"":12.26,""totalRevenue"":20488646656,""fetched_at"":""2025-10-20T15:34:43.738669+00:00""}",TARGET_HIT,2025-10-20,0.0
HCG,HCG,STRONG SELL,Stocks,bollinger_rsi,0.999,732.0,600.1,744.5,699.09,753.96,,2025-10-20,70.81,729.5,613.39,RSI overbought and price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""HCG.NS"",""trailingPE"":277.95453,""forwardPE"":158.83118,""priceToBook"":11.046879,""marketCap"":103465869312,""epsTrailingTwelveMonths"":2.64,""totalRevenue"":23104299008,""fetched_at"":""2025-10-20T15:34:43.974828+00:00""}",,,
HDFCAMC,HDFCAMC,SELL,Stocks,bollinger_rsi,0.786,5734.0,5404.0,5934.5,5512.8,5906.02,,2025-10-20,54.1,5893.74,5420.96,RSI overbought or price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""HDFCAMC.NS"",""trailingPE"":44.645786,""forwardPE"":45.347084,""priceToBook"":15.806692,""marketCap"":1223245430784,""epsTrailingTwelveMonths"":128.03,""totalRevenue"":43778699264,""fetched_at"":""2025-10-20T15:34:44.189993+00:00""}",TARGET_HIT,2025-10-20,0.0
HDFCBANK,HDFCBANK,STRONG SELL,Stocks,bollinger_rsi,1.0,1005.1500244140624,939.1,1020.0,959.92,1035.3,,2025-10-20,71.6,1005.41,937.2,RSI overbought and price at/above Bollinger upper band,0.6799999999999999,Better,"{""yf_symbol"":""HDFCBANK.NS"",""trailingPE"":22.94555,""forwardPE"":10.408364,""priceToBook"":2.94172,""marketCap"":15408981606400,""epsTrailingTwelveMonths"":43.71,""totalRevenue"":2736060628992,""fetched_at"":""2025-10-20T15:34:44.494830+00:00""}",,,
HDFCLIFE,HDFCLIFE,BUY,Stocks,bollinger_rsi,0.795,742.0,726.0,815.0,770.82,719.74,,2025-10-20,40.93,780.7,734.15,RSI oversold or price at/lower Bollinger band,0.36,Bad,"{""yf_symbol"":""HDFCLIFE.NS"",""trailingPE"":84.34659,""forwardPE"":117.81746,""priceToBook"":9.426475,""marketCap"":1599954485248,""epsTrailingTwelveMonths"":8.8,""totalRevenue"":919524278272,""fetched_at"":""2025-10-20T15:34:44.719016+00:00""}",,,
HDIL,HDIL,BUY,Stocks,bollinger_rsi,0.789,2.869999885559082,2.78,3.36,2.98,2.78,,2025-10-20,43.15,3.06,2.8,RSI oversold or price at/lower Bollinger band,0.65,Better,"{""yf_symbol"":""HDIL.NS"",""trailingPE"":""Infinity"",""forwardPE"":0.52830184,""priceToBook"":-0.05783212,""marketCap"":1346103808,""epsTrailingTwelveMonths"":0.0,""totalRevenue"":352545984,""fetched_at"":""2025-10-20T15:34:44.937800+00:00""}",,,
HESTERBIO,HESTERBIO,BUY,Stocks,bollinger_rsi,0.778,1697.800048828125,1682.7,2180.0,1762.88,1646.87,,2025-10-20,22.68,2028.41,1616.98,RSI oversold or price at/lower Bollinger band,0.52,Better,"{""yf_symbol"":""HESTERBIO.NS"",""trailingPE"":38.52975,""forwardPE"":null,""priceToBook"":4.575638,""marketCap"":14379154432,""epsTrailingTwelveMonths"":43.87,""totalRevenue"":3154030080,""fetched_at"":""2025-10-20T15:34:45.148910+00:00""}",,,
HEUBACHIND,HEUBACHIND,BUY,Stocks,bollinger_rsi,0.772,516.3499755859375,508.0,608.0,536.05,500.86,,2025-10-20,25.78,605.13,485.78,RSI oversold or price at/lower Bollinger band,0.78,Best,"{""yf_symbol"":""HEUBACHIND.NS"",""trailingPE"":18.792349,""forwardPE"":null,""priceToBook"":2.2749925,""marketCap"":11937929216,""epsTrailingTwelveMonths"":27.45,""totalRevenue"":8624000000,""fetched_at"":""2025-10-20T15:34:45.441189+00:00""}",,,
HFCL,HFCL,SELL,Stocks,bollinger_rsi,0.787,75.87000274658203,68.56,78.95,72.94,78.15,,2025-10-20,52.94,77.78,72.21,RSI overbought or price at/above Bollinger upper band,0.48,Bad,"{""yf_symbol"":""HFCL.NS"",""trailingPE"":347.3182,""forwardPE"":15.282001,""priceToBook"":2.670278,""marketCap"":110218182656,""epsTrailingTwelveMonths"":0.22,""totalRevenue"":37270298624,""fetched_at"":""2025-10-20T15:34:45.722363+00:00""}",TARGET_HIT,2025-10-20,0.0
HILINFRA,HILINFRA,BUY,Stocks,bollinger_rsi,0.791,77.44999694824219,75.5,131.4,80.45,75.13,,2025-10-20,30.17,86.03,75.98,RSI oversold or price at/lower Bollinger band,0.62,Better,"{""yf_symbol"":""HILINFRA.NS"",""trailingPE"":23.460844,""forwardPE"":null,""priceToBook"":3.9892447,""marketCap"":5587769856,""epsTrailingTwelveMonths"":3.32,""totalRevenue"":null,""fetched_at"":""2025-10-20T15:34:45.930798+00:00""}",,,
HINDCOMPOS,HINDCOMPOS,SELL,Stocks,bollinger_rsi,0.799,480.0,435.0,505.0,461.3,494.4,,2025-10-20,60.85,481.19,434.43,RSI overbought or price at/above Bollinger upper band,0.8,Best,"{""yf_symbol"":""HINDCOMPOS.NS"",""trailingPE"":20.770742,""forwardPE"":null,""priceToBook"":0.6477342,""marketCap"":7024875008,""epsTrailingTwelveMonths"":22.9,""totalRevenue"":3350099968,""fetched_at"":""2025-10-20T15:34:46.225850+00:00""}",TARGET_HIT,2025-10-20,0.0
HINDCON,HINDCON,BUY,Stocks,bollinger_rsi,0.791,30.88999938964844,30.0,34.95,32.09,29.96,,2025-10-20,41.45,32.95,30.33,RSI oversold or price at/lower Bollinger band,0.5800000000000001,Better,"{""yf_symbol"":""HINDCON.NS"",""trailingPE"":30.78,""forwardPE"":null,""priceToBook"":2.91643,""marketCap"":1575647488,""epsTrailingTwelveMonths"":1.0,""totalRevenue"":585475008,""fetched_at"":""2025-10-20T15:34:46.436619+00:00""}",,,
HINDUNILVR,HINDUNILVR,SELL,Stocks,bollinger_rsi,0.798,2604.199951171875,2443.0,2750.0,2502.76,2682.33,,2025-10-20,60.17,2596.14,2471.51,RSI overbought or price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""HINDUNILVR.NS"",""trailingPE"":56.609203,""forwardPE"":50.49125,""priceToBook"":12.339126,""marketCap"":6098237521920,""epsTrailingTwelveMonths"":45.83,""totalRevenue"":639280021504,""fetched_at"":""2025-10-20T15:34:46.646786+00:00""}",TARGET_HIT,2025-10-20,0.0
HINDWAREAP,HINDWAREAP,SELL,Stocks,bollinger_rsi,0.799,372.4500122070313,264.0,392.7,357.93,383.62,,2025-10-20,66.95,371.94,309.16,RSI overbought or price at/above Bollinger upper band,0.47,Bad,"{""yf_symbol"":""HINDWAREAP.NS"",""trailingPE"":null,""forwardPE"":26.581558,""priceToBook"":4.0345755,""marketCap"":31350654976,""epsTrailingTwelveMonths"":-11.91,""totalRevenue"":24914100224,""fetched_at"":""2025-10-20T15:34:46.863910+00:00""}",TARGET_HIT,2025-10-20,0.0
HISARMETAL,HISARMETAL,BUY,Stocks,bollinger_rsi,0.798,177.0,174.0,215.0,183.89,171.69,,2025-10-20,37.24,187.84,176.28,RSI oversold or price at/lower Bollinger band,0.64,Better,"{""yf_symbol"":""HISARMETAL.NS"",""trailingPE"":34.588936,""forwardPE"":null,""priceToBook"":1.5126661,""marketCap"":945108032,""epsTrailingTwelveMonths"":5.06,""totalRevenue"":2433499904,""fetched_at"":""2025-10-20T15:34:47.076596+00:00""}",,,
HITECH,HITECH,BUY,Stocks,bollinger_rsi,0.523,115.3499984741211,85.3,127.5,118.89,111.89,,2025-10-20,54.44,123.25,112.64,RSI oversold or price at/lower Bollinger band,0.74,Better,"{""yf_symbol"":""HITECH.NS"",""trailingPE"":29.632124,""forwardPE"":16.34,""priceToBook"":1.6885399,""marketCap"":23196291072,""epsTrailingTwelveMonths"":3.86,""totalRevenue"":29920186368,""fetched_at"":""2025-10-20T15:34:47.290447+00:00""}",,,
HMVL,HMVL,BUY,Stocks,bollinger_rsi,0.794,80.88999938964844,80.0,89.69,84.03,78.46,,2025-10-20,37.92,85.84,79.89,RSI oversold or price at/lower Bollinger band,1.0,Best,"{""yf_symbol"":""HMVL.NS"",""trailingPE"":6.765993,""forwardPE"":2.7340136,""priceToBook"":0.3861082,""marketCap"":5909121536,""epsTrailingTwelveMonths"":11.88,""totalRevenue"":7536999936,""fetched_at"":""2025-10-20T15:34:47.505152+00:00""}",,,
HONDAPOWER,HONDAPOWER,BUY,Stocks,bollinger_rsi,0.787,2674.300048828125,2602.1,3216.0,2777.58,2594.07,,2025-10-20,37.46,2862.51,2604.98,RSI oversold or price at/lower Bollinger band,0.52,Better,"{""yf_symbol"":""HONDAPOWER.NS"",""trailingPE"":36.833447,""forwardPE"":null,""priceToBook"":3.130201,""marketCap"":27107502080,""epsTrailingTwelveMonths"":72.35,""totalRevenue"":8049699840,""fetched_at"":""2025-10-20T15:34:47.742719+00:00""}",,,
HPIL,HPIL,BUY,Stocks,bollinger_rsi,0.481,138.4600067138672,121.21,164.0,142.54,134.31,,2025-10-20,59.96,136.69,126.05,RSI oversold or price at/lower Bollinger band,0.42,Bad,"{""yf_symbol"":""HPIL.NS"",""trailingPE"":107.53077,""forwardPE"":null,""priceToBook"":3.0745375,""marketCap"":1596976256,""epsTrailingTwelveMonths"":1.3,""totalRevenue"":1094893952,""fetched_at"":""2025-10-20T15:34:47.960708+00:00""}",,,
HSCL,HSCL,SELL,Stocks,bollinger_rsi,0.543,460.8500061035156,438.0,490.0,446.44,474.68,,2025-10-20,49.92,473.8,441.89,RSI overbought or price at/above Bollinger upper band,0.46,Bad,"{""yf_symbol"":""HSCL.NS"",""trailingPE"":34.874905,""forwardPE"":27.878788,""priceToBook"":5.590122,""marketCap"":227584393216,""epsTrailingTwelveMonths"":13.19,""totalRevenue"":44646211584,""fetched_at"":""2025-10-20T15:34:48.196543+00:00""}",TARGET_HIT,2025-10-20,0.0
HTMEDIA,HTMEDIA,BUY,Stocks,bollinger_rsi,0.796,26.51000022888184,23.15,28.64,27.54,25.71,,2025-10-20,46.96,27.78,26.28,RSI oversold or price at/lower Bollinger band,0.6000000000000001,Better,"{""yf_symbol"":""HTMEDIA.NS"",""trailingPE"":44.266663,""forwardPE"":2.3992774,""priceToBook"":0.36940193,""marketCap"":6143860224,""epsTrailingTwelveMonths"":0.6,""totalRevenue"":18392700928,""fetched_at"":""2025-10-20T15:34:48.421112+00:00""}",,,
HUHTAMAKI,HUHTAMAKI,STRONG SELL,Stocks,bollinger_rsi,0.994,262.9700012207031,203.42,271.8,251.18,270.86,,2025-10-20,71.09,259.34,217.52,RSI overbought and price at/above Bollinger upper band,0.74,Better,"{""yf_symbol"":""HUHTAMAKI.NS"",""trailingPE"":20.084217,""forwardPE"":14.465028,""priceToBook"":1.6269422,""marketCap"":19991410688,""epsTrailingTwelveMonths"":13.18,""totalRevenue"":24660000768,""fetched_at"":""2025-10-20T15:34:48.670499+00:00""}",,,
HYBRIDFIN,HYBRIDFIN,STRONG SELL,Stocks,bollinger_rsi,0.931,27.51000022888184,13.06,28.48,26.33,28.34,,2025-10-20,82.93,24.43,11.06,RSI overbought and price at/above Bollinger upper band,0.6799999999999999,Better,"{""yf_symbol"":""HYBRIDFIN.NS"",""trailingPE"":26.70642,""forwardPE"":null,""priceToBook"":2.2094877,""marketCap"":863219136,""epsTrailingTwelveMonths"":1.09,""totalRevenue"":65763000,""fetched_at"":""2025-10-20T15:34:48.891384+00:00""}",,,
ICEMAKE,ICEMAKE,BUY,Stocks,bollinger_rsi,0.795,704.5999755859375,692.6,819.85,731.96,683.46,,2025-10-20,35.65,778.6,696.49,RSI oversold or price at/lower Bollinger band,0.36,Bad,"{""yf_symbol"":""ICEMAKE.NS"",""trailingPE"":61.84602,""forwardPE"":null,""priceToBook"":8.992723,""marketCap"":11154695168,""epsTrailingTwelveMonths"":11.43,""totalRevenue"":5057974784,""fetched_at"":""2025-10-20T15:34:49.107248+00:00""}",,,
ICICIBANK,ICICIBANK,SELL,Stocks,bollinger_rsi,0.792,1401.699951171875,1342.6,1452.4,1347.38,1443.75,,2025-10-20,52.72,1424.45,1338.63,RSI overbought or price at/above Bollinger upper band,0.78,Best,"{""yf_symbol"":""ICICIBANK.NS"",""trailingPE"":18.902786,""forwardPE"":36.644703,""priceToBook"":2.9602897,""marketCap"":9933569392640,""epsTrailingTwelveMonths"":73.55,""totalRevenue"":1909342994432,""fetched_at"":""2025-10-20T15:34:49.324959+00:00""}",TARGET_HIT,2025-10-20,0.0
ICICIGI,ICICIGI,SELL,Stocks,bollinger_rsi,0.797,2006.699951171875,1805.6,2040.0,1928.61,2066.9,,2025-10-20,64.76,2017.38,1805.16,RSI overbought or price at/above Bollinger upper band,0.46,Bad,"{""yf_symbol"":""ICICIGI.NS"",""trailingPE"":35.893272,""forwardPE"":34.50163,""priceToBook"":6.018807,""marketCap"":999473872896,""epsTrailingTwelveMonths"":56.03,""totalRevenue"":256184107008,""fetched_at"":""2025-10-20T15:34:49.615393+00:00""}",TARGET_HIT,2025-10-20,0.0
ICICIPRULI,ICICIPRULI,BUY,Stocks,bollinger_rsi,0.791,595.5,578.65,655.9,618.56,577.63,,2025-10-20,47.68,607.09,584.45,RSI oversold or price at/lower Bollinger band,0.36,Bad,"{""yf_symbol"":""ICICIPRULI.NS"",""trailingPE"":66.30556,""forwardPE"":52.452454,""priceToBook"":6.77263,""marketCap"":863000461312,""epsTrailingTwelveMonths"":9.0,""totalRevenue"":578094628864,""fetched_at"":""2025-10-20T15:34:49.827669+00:00""}",,,
IDBI,IDBI,SELL,Stocks,bollinger_rsi,0.8,94.63999938964844,84.11,99.0,90.95,97.48,,2025-10-20,58.02,94.64,89.62,RSI overbought or price at/above Bollinger upper band,0.8400000000000001,Best,"{""yf_symbol"":""IDBI.NS"",""trailingPE"":12.767979,""forwardPE"":19.20408,""priceToBook"":1.6432089,""marketCap"":1012462911488,""epsTrailingTwelveMonths"":7.37,""totalRevenue"":195734192128,""fetched_at"":""2025-10-20T15:34:50.052517+00:00""}",TARGET_HIT,2025-10-20,0.0
IDFCFIRSTB,IDFCFIRSTB,SELL,Stocks,bollinger_rsi,0.793,76.61000061035156,67.57,76.85,73.64,78.91,,2025-10-20,68.51,75.54,67.46,RSI overbought or price at/above Bollinger upper band,0.54,Better,"{""yf_symbol"":""IDFCFIRSTB.NS"",""trailingPE"":44.212643,""forwardPE"":14.517588,""priceToBook"":1.6420842,""marketCap"":627130040320,""epsTrailingTwelveMonths"":1.74,""totalRevenue"":217504006144,""fetched_at"":""2025-10-20T15:34:50.291366+00:00""}",TARGET_HIT,2025-10-20,0.0
IEL,IEL,SELL,Stocks,bollinger_rsi,0.769,19.5,16.5,22.37,18.76,20.09,,2025-10-20,50.99,20.7,18.23,RSI overbought or price at/above Bollinger upper band,0.5,Better,"{""yf_symbol"":""IEL.NS"",""trailingPE"":null,""forwardPE"":null,""priceToBook"":null,""marketCap"":3833362176,""epsTrailingTwelveMonths"":-7.05,""totalRevenue"":null,""fetched_at"":""2025-10-20T15:34:51.648109+00:00""}",TARGET_HIT,2025-10-20,0.0
IFBAGRO,IFBAGRO,STRONG SELL,Stocks,bollinger_rsi,0.994,1027.949951171875,735.0,1060.0,981.87,1058.79,,2025-10-20,71.65,1040.82,755.74,RSI overbought and price at/above Bollinger upper band,0.64,Better,"{""yf_symbol"":""IFBAGRO.NS"",""trailingPE"":31.254509,""forwardPE"":19.522335,""priceToBook"":1.5989246,""marketCap"":9743200256,""epsTrailingTwelveMonths"":33.28,""totalRevenue"":10867699712,""fetched_at"":""2025-10-20T15:34:51.876891+00:00""}",TARGET_HIT,2025-10-20,0.0
IFBIND,IFBIND,SELL,Stocks,bollinger_rsi,0.791,1780.0,1271.0,1905.0,1711.05,1833.4,,2025-10-20,60.6,1810.47,1656.94,RSI overbought or price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""IFBIND.NS"",""trailingPE"":68.29195,""forwardPE"":32.824593,""priceToBook"":8.735238,""marketCap"":73549717504,""epsTrailingTwelveMonths"":26.58,""totalRevenue"":51608600576,""fetched_at"":""2025-10-20T15:34:52.105618+00:00""}",TARGET_HIT,2025-10-20,0.0
IIFLCAPS,IIFLCAPS,STRONG SELL,Stocks,bollinger_rsi,0.992,342.0,272.2,350.55,326.69,352.26,,2025-10-20,70.29,347.9,259.81,RSI overbought and price at/above Bollinger upper band,0.72,Better,"{""yf_symbol"":""IIFLCAPS.NS"",""trailingPE"":16.089386,""forwardPE"":null,""priceToBook"":4.2601976,""marketCap"":107278852096,""epsTrailingTwelveMonths"":21.48,""totalRevenue"":23825414144,""fetched_at"":""2025-10-20T15:34:52.330706+00:00""}",TARGET_HIT,2025-10-20,0.0
IMAGICAA,IMAGICAA,BUY,Stocks,bollinger_rsi,0.794,51.869998931884766,50.0,65.16,53.88,50.31,,2025-10-20,34.15,57.39,51.22,RSI oversold or price at/lower Bollinger band,0.48,Bad,"{""yf_symbol"":""IMAGICAA.NS"",""trailingPE"":54.704082,""forwardPE"":38.29286,""priceToBook"":2.3208797,""marketCap"":30335832064,""epsTrailingTwelveMonths"":0.98,""totalRevenue"":3743373056,""fetched_at"":""2025-10-20T15:34:52.546473+00:00""}",TARGET_HIT,2025-10-21,1.0
IMPAL,IMPAL,BUY,Stocks,bollinger_rsi,0.527,1067.800048828125,986.0,1125.0,1100.69,1035.77,,2025-10-20,53.16,1097.73,1033.96,RSI oversold or price at/lower Bollinger band,0.8999999999999999,Best,"{""yf_symbol"":""IMPAL.NS"",""trailingPE"":15.886675,""forwardPE"":30.852987,""priceToBook"":0.58888805,""marketCap"":13317090304,""epsTrailingTwelveMonths"":66.71,""totalRevenue"":7876100096,""fetched_at"":""2025-10-20T15:34:52.762189+00:00""}",,,
INDIAGLYCO,INDIAGLYCO,SELL,Stocks,bollinger_rsi,0.79,994.5999755859376,797.0,1020.0,956.1,1024.44,,2025-10-20,69.36,1012.37,810.58,RSI overbought or price at/above Bollinger upper band,0.6799999999999999,Better,"{""yf_symbol"":""INDIAGLYCO.NS"",""trailingPE"":25.303762,""forwardPE"":null,""priceToBook"":2.7321107,""marketCap"":61757771776,""epsTrailingTwelveMonths"":39.34,""totalRevenue"":38400798720,""fetched_at"":""2025-10-20T15:34:52.981086+00:00""}",TARGET_HIT,2025-10-20,0.0
INDIAMART,INDIAMART,BUY,Stocks,bollinger_rsi,0.791,2351.800048828125,2252.5,2685.0,2442.89,2281.25,,2025-10-20,40.42,2439.8,2309.54,RSI oversold or price at/lower Bollinger band,0.56,Better,"{""yf_symbol"":""INDIAMART.NS"",""trailingPE"":26.14153,""forwardPE"":24.090595,""priceToBook"":6.5546846,""marketCap"":140121358336,""epsTrailingTwelveMonths"":89.31,""totalRevenue"":14724589568,""fetched_at"":""2025-10-20T15:34:53.249639+00:00""}",,,
INDIANB,INDIANB,STRONG SELL,Stocks,bollinger_rsi,1.0,814.7999877929688,631.0,819.2,778.14,839.24,,2025-10-20,76.37,814.45,687.44,RSI overbought and price at/above Bollinger upper band,0.94,Best,"{""yf_symbol"":""INDIANB.NS"",""trailingPE"":9.721658,""forwardPE"":10.093018,""priceToBook"":1.4256784,""marketCap"":1096369438720,""epsTrailingTwelveMonths"":83.71,""totalRevenue"":330552311808,""fetched_at"":""2025-10-20T15:34:53.467186+00:00""}",,,
INDIANCARD,INDIANCARD,BUY,Stocks,bollinger_rsi,0.792,245.1499938964844,243.5,319.55,254.65,237.8,,2025-10-20,29.25,273.89,240.79,RSI oversold or price at/lower Bollinger band,1.0,Best,"{""yf_symbol"":""INDIANCARD.NS"",""trailingPE"":5.3294196,""forwardPE"":null,""priceToBook"":0.43049473,""marketCap"":1456168576,""epsTrailingTwelveMonths"":45.99,""totalRevenue"":416672000,""fetched_at"":""2025-10-20T15:34:53.748324+00:00""}",,,
INDIGO,INDIGO,SELL,Stocks,bollinger_rsi,0.799,5933.5,5501.0,6232.5,5702.34,6111.51,,2025-10-20,63.05,5917.72,5531.08,RSI overbought or price at/above Bollinger upper band,0.46,Bad,"{""yf_symbol"":""INDIGO.NS"",""trailingPE"":34.28076,""forwardPE"":28.88294,""priceToBook"":24.476765,""marketCap"":2294018473984,""epsTrailingTwelveMonths"":173.1,""totalRevenue"":817284972544,""fetched_at"":""2025-10-20T15:34:53.977778+00:00""}",TARGET_HIT,2025-10-20,0.0
INDIQUBE,INDIQUBE,BUY,Stocks,bollinger_rsi,0.797,223.5,195.4,243.8,232.2,216.79,,2025-10-20,44.86,236.18,222.19,RSI oversold or price at/lower Bollinger band,0.65,Better,"{""yf_symbol"":""INDIQUBE.NS"",""trailingPE"":null,""forwardPE"":-1122.3,""priceToBook"":-284.1266,""marketCap"":47139184640,""epsTrailingTwelveMonths"":-6.64,""totalRevenue"":11263139840,""fetched_at"":""2025-10-20T15:34:54.284605+00:00""}",,,
INDOAMIN,INDOAMIN,BUY,Stocks,bollinger_rsi,0.799,132.13999938964844,131.68,167.9,137.29,128.18,,2025-10-20,30.13,142.5,131.85,RSI oversold or price at/lower Bollinger band,0.78,Best,"{""yf_symbol"":""INDOAMIN.NS"",""trailingPE"":14.699223,""forwardPE"":null,""priceToBook"":2.9473028,""marketCap"":9613496320,""epsTrailingTwelveMonths"":9.01,""totalRevenue"":11013301248,""fetched_at"":""2025-10-20T15:34:55.702119+00:00""}",,,
